Unnamed: 0;filename;DISORDER;core_All_Metals;core_Open_Metal_Sites;temperature_Celsius;time_h;Yield_Percent;metal_ele1;metal_os1;metal_ele2;metal_os2;metal_ele3;metal_os3;metal_ele4;metal_os4;metal_ele5;metal_os5;solvent1;solvent2;solvent3;solvent4;solvent5;additive1;additive2;additive3;additive4;additive5;other1;other2;other3;other4;other5;other6;other7;other8
477;RUSSAA_clean;;Cd,Co;Co;140;48;61;Cd;2;Co;2;;;;;;;962;;;;;;;;;;;;;;;;;
478;TEVHEJ_clean;DISORDER;Ni;Ni;140;48;37;Ni;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
479;VAKLIF_clean;DISORDER;Cd; ;140;48;20;Cd;2;;;;;;;;;962;;;;;8471;;;;;;;;;;;;
480;VAKNAZ_clean;DISORDER;Cd;Cd;140;48;35;Cd;2;;;;;;;;;962;;;;;8471;;;;;;;;;;;;
481;VAKNED_clean;DISORDER;Cd;Cd;140;48;18;Cd;2;;;;;;;;;962;;;;;8471;;;;;;;;;;;;
482;WUDQIW_clean;;Ni;Ni;140;48;∼25;Ni;2;;;;;;;;;702;962;;;;;;;;;;;;;;;;
485;EMIYEF_clean;;Mo,Co;Mo;140;72;50;Mo;6;Co;2;;;;;;;962;;;;;;;;;;;;;;;;;
486;GERWIL_charged;;Zn,Si; ;140;72;21;Zn;2;Si;-1;;;;;;;702;6228;;;;313;;;;;;;;;;;;
487;HIHFUB_clean;;Si,Nd;Nd;140;72;35;Si;-1;Nd;3;;;;;;;962;6228;;;;313;;;;;;;;;;;;
488;NANMAS_charged;;Mg,La; ;140;72;52;Mg;2;La;3;;;;;;;962;702;;;;8471;;;;;;;;;;;;
489;OGUPIQ_clean;;Co;Co;140;72;2;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
491;QANSUV_clean;;Cu;Cu;140;72;55;Cu;2;;;;;;;;;6342;962;;;;;;;;;;;;;;;;
492;QINSUD01_clean;DISORDER;Mn; ;140;72;;Mn;2;;;;;;;;;6228;887;;;;;;;;;;;;;;;;
493;REYBAA_clean;;Zn; ;140;72;65;Zn;2;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
494;RUFDUT_clean;;Ni;Ni;140;72;;Ni;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
495;RUPTED_clean;;Cu;Cu;140;72;65;Cu;1;;;;;;;;;6342;962;;;;176;;;;;;;;;;;;
496;SAJDIT_clean;;Tb;Tb;140;72;62;Tb;3;;;;;;;;;6228;13387;;;;284;;;;;;;;;;;;
497;SEFSOM_clean;;Cd; ;140;72;;Cd;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
498;UXIQOJ_clean;;Ni; ;140;72;46;Ni;2;;;;;;;;;6228;962;;;;944;;;;;;;;;;;;
499;YOPQEB_clean;;Co;Co;140;72;57;Co;2;;;;;;;;;962;702;;;;14798;;;;;;;;;;;;
500;ZALMIL_clean;;Co;Co;140;72;55;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
501;COWXOC_clean;;Cd;Cd;140;75;74;Cd;2;;;;;;;;;887;6228;962;;;;;;;;;;;;;;;
502;JEBCOJ_clean;;Cu,Sm; ;140;80;78;Cu;2;Sm;3;;;;;;;962;;;;;;;;;;;;;;;;;
503;HUYXOP_clean;;Ni;Ni;140;96;;Ni;2;;;;;;;;;6228;962;702;;;;;;;;;;;;;;;
504;HUYXUV_clean;;Co;Co;140;96;;Co;2;;;;;;;;;6228;962;702;;;284;;;;;;;;;;;;
505;LASMAV_neutral;;Co;Co;140;96;5;Co;2;;;;;;;;;702;;;;;8471;;;;;;;;;;;;
506;VEMDAT_clean;;Zn;Zn;140;96;75;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
507;SOGXAP_clean;;Ce;Ce;140;120;;Ce;3;;;;;;;;;962;;;;;;;;;;;;;;;;;
508;YIPDOR_clean;;Cu;Cu;140;120;52;Cu;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
509;ZIQJEQ_clean;;Cu;Cu;140;120;70;Cu;2;;;;;;;;;962;;;;;313;;;;;;;;;;;;
510;OHOLIH_clean;DISORDER;Zn; ;110;20;;Zn;2;;;;;;;;;6228;;;;;8471;;;;;;;;;;;;
511;HIQKID_clean;DISORDER;U; ;150;24;64;U;4;;;;;;;;;962;6228;;;;284;;;;;;;;;;;;
512;LALFUB_clean;;Eu; ;150;24;52;Eu;3;;;;;;;;;962;;;;;944;;;;;;;;;;;;
514;PERSEM_clean;;Zn,U;Zn,U;150;24;;Zn;2;U;4;;;;;;;962;;;;;;;;;;;;;;;;;
515;PEWFII_clean;;Cu,U;Cu,U;150;24;;Cu;1;U;4;;;;;;;962;;;;;;;;;;;;;;;;;
516;FONKEA_clean;;Cd;Cd;150;36;62;Cd;2;;;;;;;;;6228;887;962;;;;;;;;;;;;;;;
517;DOGZIJ_clean;;Zn;Zn;150;43;;Zn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
518;HUNBIB_clean;;As,Fe;As;150;48;;As;-1;Fe;3;;;;;;;962;;;;;;;;;;;;;;;;;
519;YUPSIM_clean;;Pr; ;150;50;5;Pr;3;;;;;;;;;962;;;;;944;;;;;;;;;;;;
520;FIHFAF_clean;;Co;Co;150;60;83;Co;2;;;;;;;;;6228;962;;;;;;;;;;;;;;;;
521;OTAXOX_clean;;Mg; ;150;60;61;Mg;2;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
522;QOPPES_clean;;Co;Co;150;65;;Co;2;;;;;;;;;6228;;;;;222;;;;;;;;;;;;
523;CAHQAG_clean;DISORDER;Mn;Mn;150;72;61;Mn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
524;HUNBEX_clean;;Zn,K;K;150;72;;Zn;2;K;1;;;;;;;263;962;;;;176;313;;;;;;;;;;;
525;ILOJEZ_clean;;Zn; ;150;72;51;Zn;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
526;ILOTOT_clean;;Co; ;150;72;40;Co;2;;;;;;;;;887;6342;962;;;14798;;;;;;;;;;;;
527;IYEPUZ_clean;;Mn;Mn;150;72;39;Mn;2;;;;;;;;;31374;702;962;;;;;;;;;;;;;;;
528;JELPAS_clean;;As,Fe;As;150;72;∼80;As;-1;Fe;3;;;;;;;962;;;;;;;;;;;;;;;;;
529;LIVLUZ_clean;;Cd; ;150;72;53;Cd;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
530;NAFGOR_clean;DISORDER;Co; ;150;72;;Co;2;;;;;;;;;31374;;;;;;;;;;;;;;;;;
533;PELXIP_clean;;Cd;Cd;150;72;45;Cd;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
535;SUWQEI_clean;;Cu;Cu;150;72;32;Cu;2;;;;;;;;;962;;;;;313;;;;;;;;;;;;
537;TEDSIG_clean;;Zn; ;150;72;74;Zn;2;;;;;;;;;962;702;;;;;;;;;;;;;;;;
538;TORXAB_clean;;Cu; ;150;72;30;Cu;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
539;VAJQOP_clean;;Co;Co;150;72;62;Co;2;;;;;;;;;702;962;;;;;;;;;;;;;;;;
540;WARJAC_clean;;Ni;Ni;150;72;44;Ni;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
541;WISTID_clean;;Zn;Zn;150;72;65;Zn;2;;;;;;;;;962;702;;;;;;;;;;;;;;;;
542;WOSHET_clean;;Cu;Cu;150;72;64;Cu;1;;;;;;;;;6342;;;;;222;;;;;;;;;;;;
543;WUTCET_clean;DISORDER;Co; ;150;72;;Co;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
544;XUHCAG_clean;DISORDER;Ni;Ni;150;72;51;Ni;2;;;;;;;;;962;;;;;8471;25516;;;;;;;;;;;
545;YUKVIK_clean;;Ni; ;150;72;19;Ni;2;;;;;;;;;962;;;;;3939;;;;;;;;;;;;
546;BURJOO_clean;;Co; ;150;96;35;Co;2;;;;;;;;;962;;;;;14798;8471;;;;;;;;;;;
547;CUFJUK_clean;;Co;Co;150;96;78.6;Co;2;;;;;;;;;6228;962;;;;24247;;;;;;;;;;;;
548;IYAJID_clean;;Cd,Na; ;150;96;32.5;Cd;2;Na;1;;;;;;;31374;887;;;;14798;;;;;;;;;;;;
549;IYAJOJ_clean;;Cd,Na,K;Na;150;96;35.6;Cd;2;Na;1;K;1;;;;;31374;887;;;;14798;14797;;;;;;;;;;;
550;IYAJUP_clean;;Cd,K;K;150;96;30.2;Cd;2;K;1;;;;;;;887;31374;;;;14797;;;;;;;;;;;;
551;IYAKAW_clean;;Cd,Mg; ;150;96;;Cd;2;Mg;2;;;;;;;887;31374;;;;;;;;;;;;;;;;
552;IYAKIE_clean;;Ca,Cd;Cd;150;96;29.4;Ca;2;Cd;2;;;;;;;887;31374;;;;;;;;;;;;;;;;
553;LARPOL_charged;;Fe; ;150;96;91;Fe;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
554;LARZEL_SL_part;;Cd; ;160;96;76.3;Cd;2;;;;;;;;;1049;962;;;;;;;;;;;;;;;;
556;ORIBAU_clean;;Zn; ;150;96;22.6;Zn;2;;;;;;;;;887;6228;;;;;;;;;;;;;;;;
557;SOTTUR_clean;;Sr;Sr;150;96;62;Sr;2;;;;;;;;;702;962;;;;14798;;;;;;;;;;;;
558;TOFLAD_clean;;Cd;Cd;150;96;;Cd;2;;;;;;;;;31374;962;;;;;;;;;;;;;;;;
559;XACSIG_clean;;Mn; ;150;96;20;Mn;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
560;PABXAT_clean;;Pr; ;150;120;;Pr;3;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
561;QOSXOM_clean;;Zn;Zn;150;120;35.4;Zn;2;;;;;;;;;22129;241;;;;;;;;;;;;;;;;
562;YOFGOR_clean;;Mn;Mn;150;120;;Mn;2;;;;;;;;;12051;;;;;;;;;;;;;;;;;
565;NOQKOV_clean;;Co; ;160;12;87;Co;2;;;;;;;;;962;;;;;8471;;;;;;;;;;;;
566;REYJEM_clean;;In; ;160;24;;In;3;;;;;;;;;6228;;;;;313;;;;;;;;;;;;
567;ANIDIL_clean;;Co; ;160;48;;Co;2;;;;;;;;;6228;702;;;;14923;;;;;;;;;;;;
568;CUXFUX_clean;DISORDER;Co; ;180;72;65;Co;2;;;;;;;;;962;;;;;971;14798;;;;;;;;;;;
569;EXALAR_clean;;Ni;Ni;160;48;;Ni;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
570;HEBNOT_clean;;Zn,U;Zn,U;160;48;;Zn;2;U;3;;;;;;;962;;;;;;;;;;;;;;;;;
572;IPIHIA_clean;;Cd;Cd;160;48;42;Cd;2;;;;;;;;;962;887;;;;14798;;;;;;;;;;;;
573;WUDJAI_clean;;Co;Co;160;48;31;Co;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
574;IZEBEV_clean;;Cd;Cd;160;60;;Cd;2;;;;;;;;;962;;;;;516892;;;;;;;;;;;;
575;WUPNIF_clean;;Cu,Na,Zn;Cu,Na,Zn;160;60;;Cu;2;Na;1;Zn;2;;;;;962;;;;;10340;;;;;;;;;;;;
576;IWOSAP_clean;;Ho;Ho;160;65;;Ho;3;;;;;;;;;962;;;;;8471;;;;;;;;;;;;
577;ACUJOZ_manual;;Cu,Cr;Cu,Cr;160;72;38;Cu;2;Cr;2;;;;;;;962;6228;;;;14798;;;;;;;;;;;;
579;AQEFUY_clean;;Ag;Ag;160;72;;Ag;1;;;;;;;;;962;;;;;944;;;;;;;;;;;;
580;AVESAW_clean;;Cd;Cd;160;72;42;Cd;2;;;;;;;;;962;6342;;;;;;;;;;;;;;;;
581;DUFXOT_clean;;Sr;Sr;160;72;72;Sr;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
582;ELOGUJ_clean;;W,V,Co;W,Co;160;72;42;W;6;V;4;Co;2;;;;;962;;;;;313;;;;;;;;;;;;
584;EXALIZ_clean;;Mo,Ni;Mo,Ni;160;72;;Mo;6;Ni;2;;;;;;;962;;;;;14798;;;;;;;;;;;;
585;FAHQIQ_clean;;In; ;160;72;;In;3;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
586;FASHAK_clean;;Pr;Pr;160;72;65;Pr;3;;;;;;;;;962;;;;;10340;;;;;;;;;;;;
587;FIBFUS_clean;;Ni; ;160;72;≈47;Ni;2;;;;;;;;;962;702;;;;;;;;;;;;;;;;
589;HABZEQ_clean;;Co;Co;160;72;46;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
590;HUWLUI_clean;;Th; ;160;72;;Th;4;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
591;JUNBOL_clean;;Cd; ;160;72;42;Cd;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
592;KAVNIH_clean;;Co; ;160;72;62;Co;2;;;;;;;;;1049;6228;;;;;;;;;;;;;;;;
593;KUJNEJ_clean;;Ni; ;160;72;65;Ni;2;;;;;;;;;887;31374;;;;14798;;;;;;;;;;;;
594;LIJXEI_clean;;Cd; ;160;72;40;Cd;2;;;;;;;;;702;;;;;14798;;;;;;;;;;;;
596;MUVROM_clean;;Co;Co;160;72;;Co;2;;;;;;;;;962;6342;;;;;;;;;;;;;;;;
597;NANMEW_clean;;Mg,La;Mg;160;72;63;Mg;2;La;3;;;;;;;962;702;;;;8471;;;;;;;;;;;;
598;NOMKUX_clean;;Ag;Ag;160;72;47;Ag;1;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
599;NUNZUT_clean;DISORDER;Cu; ;160;72;;Cu;1;;;;;;;;;887;962;;;;;;;;;;;;;;;;
600;ONEJUN_clean;;W,Cu;W,Cu;160;72;;W;6;Cu;1;;;;;;;962;;;;;313;;;;;;;;;;;;
601;ORUHAM_clean;;Cd;Cd;160;72;63;Cd;2;;;;;;;;;962;887;;;;;;;;;;;;;;;;
602;PEWKOT_clean;;Cd; ;160;72;77;Cd;2;;;;;;;;;6342;962;;;;8471;;;;;;;;;;;;
603;PUPXII01_clean;;Mn;Mn;160;72;64.0;Mn;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
604;PURNEX_clean;;W,Cu,Si;W;160;72;65;W;6;Cu;2;Si;-1;;;;;962;;;;;313;;;;;;;;;;;;
605;PURNIB_clean;;W,Co,Si,K,Cu;W,Cu,Co;160;72;57;W;2;Co;2;Si;-1;K;1;Cu;2;962;;;;;313;;;;;;;;;;;;
606;REKZIR_clean;DISORDER;Cd; ;160;72;;Cd;2;;;;;;;;;962;702;;;;14798;;;;;;;;;;;;
608;SIVWUR_clean;;Cd; ;160;72;70;Cd;2;;;;;;;;;962;6342;;;;;;;;;;;;;;;;
609;TIKMEH_clean;;Cd;Cd;160;72;44;Cd;2;;;;;;;;;962;174;;;;168937;;;;;;;;;;;;
610;TIXCIO_clean;;Cd; ;160;72;42;Cd;2;;;;;;;;;887;962;;;;;;;;;;;;;;;;
611;VAKREG_charged;;Co; ;160;72;75;Co;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
612;VIZQEC_clean;;Co;Co;160;72;63;Co;2;;;;;;;;;887;6228;;;;;;;;;;;;;;;;
613;VOCCOH_clean;;Ni;Ni;160;72;49;Ni;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
614;VUHGAH_clean;;Co;Co;160;72;70;Co;2;;;;;;;;;962;702;;;;14798;;;;;;;;;;;;
615;WODQUD_clean;;Sm;Sm;160;72;;Sm;3;;;;;;;;;962;;;;;;;;;;;;;;;;;
616;XADDOX_clean;;Co;Co;160;72;;Co;2;;;;;;;;;887;;;;;;;;;;;;;;;;;
617;XAXQEU_SL;;In; ;160;72;60;In;3;;;;;;;;;962;6342;;;;;;;;;;;;;;;;
618;XOVVEK_clean;;Zn;Zn;160;72;81;Zn;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
619;XULDOZ_clean;;Co;Co;160;72;65;Co;2;;;;;;;;;6342;887;962;31275;;14798;;;;;;;;;;;;
620;YOQYOT_clean;;Cd; ;160;72;;Cd;2;;;;;;;;;962;;;;;8471;;;;;;;;;;;;
621;FEYDET_clean;;In; ;160;85;;In;3;;;;;;;;;962;1049;;;;;;;;;;;;;;;;
622;AGUWUV_clean;;Ni;Ni;160;96;56;Ni;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
623;COVYIX_clean;;Cu;Cu;160;96;60.0;Cu;2;;;;;;;;;962;;;;;8471;;;;;;;;;;;;
624;GIKMOD_clean;;Cu;Cu;160;96;39;Cu;2;;;;;;;;;962;;;;;8471;;;;;;;;;;;;
625;ITIPAE_clean;;Zn; ;160;96;63;Zn;2;;;;;;;;;6228;;;;;;;;;;;;;;;;;
626;KAVGAQ_clean;;Co; ;160;96;66;Co;2;;;;;;;;;962;;;;;8471;;;;;;;;;;;;
627;KUQWIE_clean;;Cd;Cd;160;96;35.9;Cd;2;;;;;;;;;962;;;;;3301;;;;;;;;;;;;
628;NEYJIM_clean;;Mo,Cu;Mo,Cu;160;96;58;Mo;2;Cu;1;;;;;;;962;;;;;313;;;;;;;;;;;;
629;NIHVUX_clean;;W,Mn,Ce;W,Mn,Ce;160;96;40;W;6;Mn;2;Ce;3;;;;;962;;;;;;;;;;;;;;;;;
630;OWETIU_clean;;W,Ag;W,Ag;160;96;50;W;6;Ag;1;;;;;;;962;;;;;14798;;;;;;;;;;;;
631;QATXIU_clean;;Cd; ;160;96;25;Cd;2;;;;;;;;;6228;;;;;8471;;;;;;;;;;;;
632;TAHYUZ_clean;;Co;Co;160;96;20;Co;2;;;;;;;;;962;;;;;;;;;;;;;;;;;
633;WUJPIC_clean;DISORDER;Na,Co; ;160;96;17;Na;1;Co;2;;;;;;;31374;887;;;;14798;;;;;;;;;;;;
637;HAVZIP_clean;;Co;Co;160;120;64;Co;2;;;;;;;;;962;702;;;;;;;;;;;;;;;;
638;MIZKAI_clean;DISORDER;Cd; ;160;120;;Cd;2;;;;;;;;;6228;;;;;8471;;;;;;;;;;;;
643;TOJVIZ_clean;;Co; ;160;120;72;Co;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
644;TUGFAE_clean;;Ni; ;160;120;69;Ni;2;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
645;XUHVON_clean;;Zn; ;160;120;45;Zn;2;;;;;;;;;6228;702;;;;;;;;;;;;;;;;
646;QOKCID_clean;;Zn;Zn;160;144;80;Zn;2;;;;;;;;;962;;;;;14797;;;;;;;;;;;;
647;TANLAX_charged;;Tb;Tb;160;144;;Tb;3;;;;;;;;;6228;;;;;1118;;;;;;;;;;;;
