filename;DISORDER;core_All_Metals;core_Open_Metal_Sites;temperature_Celsius;time_h;Yield_Percent;metal_ele1;metal_os1;counterions1;metal_ele2;metal_os2;counterions2;metal_ele3;metal_os3;counterions3;metal_ele4;metal_os4;counterions4;metal_ele5;metal_os5;counterions5;solvent1;solvent2;solvent3;solvent4;solvent5;additive1;additive2;additive3;additive4;additive5;other1;other2;other3;other4;other5;other6;other7;other8
PAQMAY_clean;DISORDER;Tb;Tb;105;72;;Tb;3;;;;;;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
HOFSUS_clean;;Zn;Zn;110;72;45;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
LUZJAT_clean;;Zn;Zn;110;72;;Zn;2;;;;;;;;;;;;;;6228;;;;;944;;;;;;;;;;;;
BADXAI_clean;DISORDER;Tb;Tb;120;72;89;Tb;3;;;;;;;;;;;;;;962;6342;;;;;;;;;;;;;;;;
KUZZAI_clean;;Zn;Zn;120;72;60;Zn;2;;;;;;;;;;;;;;31374;31254;;;;28118;;;;;;;;;;;;
NIYZIG_clean;;Zn;Zn;120;72;68;Zn;2;;;;;;;;;;;;;;962;12051;702;;;;;;;;;;;;;;;
NUMPAO_clean;DISORDER;Zn;Zn;130;72;57;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
QUQHEQ_clean;DISORDER;Zn;Zn;130;72;;Zn;2;;;;;;;;;;;;;;962;887;;;;;;;;;;;;;;;;
DEMLAJ_clean;DISORDER;Cu;Cu;140;72;;Cu;1;;;;;;;;;;;;;;6342;;;;;;;;;;;;;;;;;
BOZFIH_clean;;Zn;Zn;150;72;78;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
KIVSUF_clean;DISORDER;Cu;Cu;150;72;33;Cu;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
NIRDOI_clean;DISORDER;Zn;Zn;150;72;76.2;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
AHAMAY_clean;;Zn;Zn;160;72;38;Zn;2;;;;;;;;;;;;;;962;;;;;3301;;;;;;;;;;;;
NUCREJ_clean;;Zn;Zn;160;72;;Zn;2;;;;;;;;;;;;;;962;;;;;14798;;;;;;;;;;;;
ICIVEW_clean;DISORDER;Zn;Zn;180;72;;Zn;2;;;;;;;;;;;;;;962;;;;;8007;;;;;;;;;;;;
PEKZIP_clean;;Cu;Cu;180;72;;Cu;1;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
BUPDOH_clean;DISORDER;Cu;Cu;80;96;63;Cu;2;;;;;;;;;;;;;;962;6228;702;;;313;;;;;;;;;;;;
ERULEK_clean;;Zn;Zn;80;96;40;Zn;2;;;;;;;;;;;;;;6228;;;;;;;;;;;;;;;;;
GUHMIH_clean;;Cu;Cu;120;96;;Cu;2;;;;;;;;;;;;;;962;;;;;313;;;;;;;;;;;;
OREZUI_clean;DISORDER;Zn;Zn;150;96;16.8;Zn;2;;;;;;;;;;;;;;31374;887;;;;;;;;;;;;;;;;
ERIWAF_clean;;Cu;Cu;80;108;40;Cu;2;;;;;;;;;;;;;;962;6228;887;;;313;;;;;;;;;;;;
QUTDAM_clean;DISORDER;Cu;Cu;85;120;;Cu;2;;;;;;;;;;;;;;962;6228;702;;;;;;;;;;;;;;;
EXECAN_clean;DISORDER;Zn;Zn;100;120;75.6;Zn;2;;;;;;;;;;;;;;962;31374;;;;944;;;;;;;;;;;;
HUVHIR_clean;;Zn;Zn;110;120;26;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
FOJLOH_clean;;Zn;Zn;115;120;;Zn;2;;;;;;;;;;;;;;962;6228;;;;;;;;;;;;;;;;
MAZSOX_clean;DISORDER;Zn;Zn;120;120;70;Zn;2;;;;;;;;;;;;;;31374;887;;;;;;;;;;;;;;;;
LACJAC_clean;;Zn;Zn;140;120;65;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
ETAXIH_clean;;Zn;Zn;180;120;∼54;Zn;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
MIZKOW_clean;;Cu,La;Cu;170;168;39;Cu;1;;La;3;;;;;;;;;;;962;;;;;176;;;;;;;;;;;;
NOSJIQ_charged;;Dy,Cu;Cu;170;168;32.22;Dy;3;;Cu;1;;;;;;;;;;;962;;;;;313;;;;;;;;;;;;
KUDWAJ_clean;;Cu;Cu;120;336;;Cu;2;;;;;;;;;;;;;;962;;;;;;;;;;;;;;;;;
